Squad,sq_Poss,sq_Gls,sq_Ast,sq_Gls/90,sq_Ast/90,opp_sq_Poss,opp_sq_Gls,opp_sq_Ast,opp_sq_Gls/90,opp_sq_Ast/90
Boavista,3.799999999999997,4.0,7.0,0.1100000000000001,0.21000000000000008,-3.799999999999997,1.0,3.0,0.030000000000000027,0.09000000000000008
Bochum,1.3999999999999986,0.0,6.0,0.0,0.16999999999999993,-1.6000000000000014,21.0,6.0,0.6199999999999999,0.17999999999999994
Bologna,4.100000000000001,9.0,7.0,0.2400000000000002,0.19000000000000006,-4.0,-7.0,-3.0,-0.17999999999999994,-0.07999999999999996
Bordeaux,7.399999999999999,-1.0,-6.0,-0.030000000000000027,-0.16000000000000003,-7.400000000000006,-60.0,-46.0,-1.5799999999999998,-1.21
Bournemouth,-16.0,-36.0,-28.0,-0.6200000000000001,-0.4999999999999999,16.9,32.0,26.0,1.01,0.79
Braga,0.5999999999999943,20.0,16.0,0.5900000000000001,0.47,-0.29999999999999716,0.0,4.0,0.0,0.12
Brentford,-1.0,10.0,3.0,0.26,0.07999999999999996,1.1000000000000014,-11.0,-11.0,-0.29000000000000004,-0.29000000000000004
Brescia,-2.3999999999999986,-19.0,-14.0,-0.5,-0.37,2.6000000000000014,22.0,16.0,0.58,0.42000000000000004
Brest,1.0,-5.0,-4.0,-0.13000000000000012,-0.09999999999999998,-1.1000000000000014,-3.0,-7.0,-0.07999999999999985,-0.19000000000000006
Brighton,5.800000000000004,28.0,16.0,0.74,0.41999999999999993,-5.799999999999997,3.0,0.0,0.08000000000000007,0.0
Bristol City,4.5,-8.0,-10.0,-0.17000000000000015,-0.22000000000000008,-4.899999999999999,-21.0,-16.0,-0.44999999999999996,-0.33999999999999997
Burgos,2.1999999999999957,-9.0,-7.0,-0.21999999999999997,-0.15999999999999992,-1.7000000000000028,-6.0,-4.0,-0.14,-0.08999999999999997
Burnley,23.799999999999997,53.0,35.0,1.0100000000000002,0.65,-25.0,-17.0,-14.0,-0.6000000000000001,-0.47
CD Mirandés,-3.5,-10.0,-9.0,-0.24,-0.22000000000000008,3.8999999999999986,-8.0,-8.0,-0.18999999999999995,-0.20000000000000007
CSKA Moscow,-6.100000000000001,13.0,10.0,0.43000000000000016,0.32999999999999985,6.100000000000001,-1.0,-2.0,-0.030000000000000027,-0.06999999999999995
Caen,3.0,-2.0,-8.0,-0.06000000000000005,-0.20999999999999996,-2.8999999999999986,1.0,0.0,0.030000000000000027,0.0
Cagliari,8.899999999999999,16.0,5.0,0.43000000000000005,0.1399999999999999,-9.200000000000003,-33.0,-21.0,-0.87,-0.55
Cambuur,-0.7999999999999972,-26.0,-22.0,-0.76,-0.6500000000000001,0.7000000000000028,-3.0,-10.0,-0.08999999999999986,-0.2999999999999998
Cardiff City,1.3999999999999986,-8.0,-13.0,-0.18000000000000005,-0.2899999999999999,-1.7000000000000028,-9.0,-15.0,-0.18999999999999995,-0.32999999999999996
Cartagena,1.1000000000000014,-17.0,-2.0,-0.4099999999999999,-0.04999999999999993,-0.6999999999999957,-7.0,3.0,-0.15999999999999992,0.06999999999999995
Celta Vigo,-5.0,-2.0,2.0,-0.04999999999999982,0.05999999999999994,5.399999999999999,11.0,6.0,0.29000000000000004,0.16000000000000003
Celtic,2.8000000000000114,19.0,16.0,0.5,0.4199999999999997,-2.799999999999997,10.0,-2.0,0.26,-0.04999999999999999
Cercle Brugge,-1.8999999999999986,1.0,13.0,0.030000000000000027,0.3800000000000001,2.5,-1.0,-8.0,-0.030000000000000027,-0.22999999999999998
Charleroi,0.8000000000000043,-7.0,-5.0,-0.20999999999999996,-0.1499999999999999,-1.1000000000000014,2.0,8.0,0.06000000000000005,0.2400000000000001
Chelsea,-3.0999999999999943,-38.0,-25.0,-1.0,-0.6600000000000001,3.299999999999997,12.0,12.0,0.31999999999999995,0.30999999999999994
Cittadella,-1.6999999999999957,-5.0,-2.0,-0.13,-0.04999999999999993,1.5,9.0,10.0,0.22999999999999998,0.26
Clermont Foot,-1.7000000000000028,8.0,1.0,0.20999999999999996,0.020000000000000018,1.7000000000000028,-17.0,-11.0,-0.44999999999999996,-0.2899999999999999
Club Brugge,-0.30000000000000426,-13.0,-8.0,-0.3799999999999999,-0.22999999999999998,0.5,-2.0,5.0,-0.06000000000000005,0.15000000000000002
Como,2.8999999999999986,-3.0,-1.0,-0.08000000000000007,-0.020000000000000018,-3.0,-5.0,-3.0,-0.13000000000000012,-0.08000000000000007
Cosenza,1.6999999999999957,-4.0,-3.0,-0.09999999999999998,-0.07999999999999996,-2.0,-6.0,-6.0,-0.15999999999999992,-0.16000000000000003
Coventry City,-6.399999999999999,1.0,1.0,0.020000000000000018,0.029999999999999916,6.5,-13.0,-12.0,-0.28,-0.26
Cremonese,-6.799999999999997,-21.0,-24.0,-0.5499999999999999,-0.6400000000000001,6.899999999999999,31.0,23.0,0.8200000000000001,0.6
Crystal Palace,-4.800000000000004,-12.0,-2.0,-0.32000000000000006,-0.05999999999999994,4.799999999999997,2.0,2.0,0.050000000000000044,0.04999999999999993
Cádiz,0.6000000000000014,-6.0,-1.0,-0.16000000000000003,-0.020000000000000018,-1.0,2.0,1.0,0.04999999999999982,0.020000000000000018
Darmstadt 98,2.0,-20.0,-12.0,-0.5900000000000001,-0.34999999999999987,-2.1999999999999957,-10.0,-7.0,-0.29000000000000004,-0.20999999999999996
De Graafschap,1.6000000000000014,13.0,9.0,0.33999999999999986,0.22999999999999998,-1.6000000000000014,12.0,17.0,0.30999999999999983,0.44999999999999996
Den Bosch,-0.6000000000000014,2.0,-2.0,0.06000000000000005,-0.04999999999999993,0.6000000000000014,22.0,18.0,0.5700000000000001,0.4800000000000002
Dijon,1.6000000000000014,-10.0,-10.0,-0.26,-0.2699999999999999,-1.6000000000000014,-9.0,-4.0,-0.22999999999999998,-0.10999999999999999
Dordrecht,1.3999999999999986,-10.0,-3.0,-0.26,-0.07999999999999996,-1.3999999999999986,-8.0,-8.0,-0.20999999999999996,-0.2100000000000002
Dortmund,-1.0,0.0,4.0,0.0,0.1100000000000001,1.3999999999999986,-7.0,-1.0,-0.20999999999999996,-0.029999999999999916
Dundee United,0.29999999999999716,2.0,1.0,0.050000000000000044,0.030000000000000027,-0.29999999999999716,28.0,22.0,0.74,0.5800000000000001
Dynamo Mosc,-0.29999999999999716,-4.0,-5.0,-0.1299999999999999,-0.15999999999999992,0.29999999999999716,4.0,7.0,0.1299999999999999,0.22999999999999987
Düsseldorf,0.09999999999999432,16.0,16.0,0.47,0.47,-0.5,-1.0,-2.0,-0.030000000000000027,-0.05999999999999994
Eibar,3.5,-13.0,-7.0,-0.31000000000000005,-0.17000000000000004,-4.200000000000003,-10.0,-10.0,-0.22999999999999998,-0.22999999999999998
Eint Frankfurt,3.299999999999997,13.0,0.0,0.3899999999999999,0.0,-3.299999999999997,3.0,8.0,0.09000000000000008,0.24
Elche,-2.8999999999999986,-9.0,-8.0,-0.24,-0.20999999999999996,2.8999999999999986,13.0,3.0,0.33999999999999986,0.07999999999999985
Emmen,-9.300000000000004,-30.0,-28.0,-0.7000000000000001,-0.6799999999999999,9.399999999999999,40.0,30.0,1.25,0.94
Empoli,-0.10000000000000142,-12.0,-7.0,-0.31999999999999995,-0.17999999999999994,-0.19999999999999574,-16.0,-12.0,-0.41999999999999993,-0.31999999999999995
Espanyol,-3.799999999999997,12.0,6.0,0.31000000000000005,0.15999999999999992,4.0,16.0,8.0,0.41999999999999993,0.20999999999999996
Estoril,0.20000000000000284,-2.0,1.0,-0.06000000000000005,0.020000000000000018,-0.30000000000000426,7.0,5.0,0.19999999999999996,0.14
Eupen,-2.6000000000000014,3.0,1.0,0.08999999999999986,0.020000000000000018,2.6000000000000014,12.0,15.0,0.3600000000000001,0.43999999999999995
Everton,2.799999999999997,-10.0,-5.0,-0.27000000000000013,-0.13,-2.8999999999999986,-4.0,-10.0,-0.1100000000000001,-0.26
Excelsior,-6.600000000000001,-47.0,-31.0,-1.15,-0.74,6.800000000000004,15.0,12.0,0.6099999999999999,0.45999999999999985
FC Eindhoven,1.1999999999999957,-11.0,-6.0,-0.29000000000000004,-0.1499999999999999,-1.1999999999999957,7.0,3.0,0.19000000000000017,0.07999999999999996
FC Khimki,2.799999999999997,-8.0,-5.0,-0.27,-0.16999999999999998,-2.799999999999997,21.0,6.0,0.7,0.19999999999999996
Famalicão,-0.29999999999999716,-6.0,-1.0,-0.16999999999999993,-0.029999999999999916,0.5,-4.0,-5.0,-0.11999999999999988,-0.15000000000000002
Feyenoord,0.10000000000000142,2.0,3.0,0.04999999999999982,0.08000000000000007,-0.10000000000000142,-5.0,1.0,-0.15000000000000002,0.029999999999999916
Fiorentina,-1.6000000000000014,-8.0,4.0,-0.20999999999999996,0.09999999999999998,2.1000000000000014,-8.0,-5.0,-0.20999999999999996,-0.13
Fortuna Sittard,0.7000000000000028,4.0,-2.0,0.11999999999999988,-0.05999999999999994,-0.7999999999999972,-6.0,-6.0,-0.17999999999999994,-0.18000000000000016
Freiburg,-0.8999999999999986,-4.0,-3.0,-0.1200000000000001,-0.09000000000000008,1.1000000000000014,-1.0,-7.0,-0.030000000000000027,-0.21000000000000008
Frosinone,1.8999999999999986,8.0,9.0,0.2200000000000002,0.23999999999999988,-1.7000000000000028,-18.0,-13.0,-0.47999999999999987,-0.34
Fulham,-11.5,-50.0,-45.0,-0.8500000000000001,-0.83,12.299999999999997,10.0,-3.0,0.45000000000000007,0.07000000000000006
Genk,-5.199999999999996,12.0,14.0,0.34999999999999987,0.41999999999999993,5.300000000000004,-10.0,-12.0,-0.2899999999999998,-0.35
Genoa,13.100000000000001,27.0,11.0,0.7099999999999999,0.29000000000000004,-13.5,-31.0,-17.0,-0.8200000000000001,-0.45000000000000007
Gent,1.3000000000000043,8.0,7.0,0.22999999999999998,0.20999999999999996,-1.0999999999999943,9.0,7.0,0.27000000000000013,0.20999999999999996
Getafe,-1.6000000000000014,3.0,-5.0,0.07000000000000006,-0.13,1.3000000000000043,3.0,-1.0,0.07999999999999985,-0.030000000000000027
Gil Vicente FC,-0.6999999999999957,-16.0,-13.0,-0.46999999999999986,-0.3799999999999999,0.6000000000000014,1.0,11.0,0.030000000000000027,0.32000000000000006
Girona,-3.4000000000000057,1.0,1.0,0.15999999999999992,0.13000000000000012,3.200000000000003,13.0,9.0,0.44999999999999996,0.32000000000000006
Go Ahead Eag,-0.30000000000000426,9.0,-2.0,0.26,-0.050000000000000044,0.30000000000000426,4.0,7.0,0.1200000000000001,0.20999999999999996
Granada,10.199999999999996,9.0,8.0,0.1100000000000001,0.12,-20.9,-29.0,-21.0,-0.8400000000000001,-0.61
Grenoble,4.0,1.0,2.0,0.030000000000000027,0.050000000000000044,-2.8999999999999986,-8.0,-2.0,-0.20999999999999985,-0.050000000000000044
Greuther Fürth,8.299999999999997,18.0,11.0,0.53,0.32,-8.200000000000003,-27.0,-27.0,-0.7899999999999998,-0.7999999999999999
Groningen,-2.5,-9.0,-4.0,-0.2699999999999999,-0.10999999999999999,2.8000000000000043,22.0,19.0,0.6499999999999999,0.5599999999999998
Guingamp,-2.5999999999999943,-2.0,-6.0,-0.050000000000000044,-0.16000000000000003,2.799999999999997,-2.0,-2.0,-0.06000000000000005,-0.050000000000000044
Hamburger SV,-4.600000000000001,0.0,2.0,0.0,0.06000000000000005,4.799999999999997,9.0,11.0,0.26,0.32000000000000006
Hannover 96,-0.30000000000000426,16.0,13.0,0.47,0.3799999999999999,0.19999999999999574,9.0,4.0,0.27,0.1200000000000001
Hansa Rostock,-3.4000000000000057,-10.0,-10.0,-0.29999999999999993,-0.2899999999999999,3.3999999999999986,-2.0,-2.0,-0.06000000000000005,-0.06000000000000005
Hearts,-1.3999999999999986,9.0,8.0,0.24,0.20999999999999996,1.3999999999999986,14.0,4.0,0.3700000000000001,0.09999999999999998
Heerenveen,2.6000000000000014,9.0,3.0,0.26,0.08999999999999997,-2.8999999999999986,0.0,2.0,0.0,0.06000000000000005
Heidenheim,1.0,23.0,17.0,0.6699999999999999,0.5,-1.1999999999999957,-7.0,3.0,-0.19999999999999996,0.08999999999999997
Hellas Verona,-9.399999999999999,-34.0,-22.0,-0.8999999999999999,-0.58,9.399999999999999,-1.0,10.0,-0.030000000000000027,0.26
Helmond Sport,-0.20000000000000284,1.0,0.0,0.030000000000000027,0.0,0.20000000000000284,-16.0,-24.0,-0.42000000000000015,-0.6299999999999999
Heracles Almelo,4.600000000000001,69.0,56.0,1.7200000000000002,1.42,-4.600000000000001,-5.0,-4.0,-0.2699999999999998,-0.22000000000000008
Hertha BSC,-1.7000000000000028,7.0,0.0,0.20999999999999996,0.0,1.5,-2.0,7.0,-0.06000000000000005,0.20999999999999996
Hibernian,-0.30000000000000426,18.0,10.0,0.47,0.26,0.30000000000000426,18.0,11.0,0.47,0.2899999999999999
Hoffenheim,-4.900000000000006,-9.0,-12.0,-0.27,-0.36,5.300000000000004,-3.0,-1.0,-0.09000000000000008,-0.030000000000000027
Holstein Kiel,-0.29999999999999716,14.0,11.0,0.4099999999999999,0.32999999999999996,-0.19999999999999574,6.0,4.0,0.17999999999999994,0.11999999999999988
Huddersfield,-6.399999999999999,-18.0,-5.0,-0.4,-0.10999999999999999,6.600000000000001,16.0,9.0,0.3500000000000001,0.19999999999999996
Huesca,-10.299999999999997,-9.0,-7.0,-0.22000000000000008,-0.16000000000000003,11.0,-8.0,-16.0,-0.19000000000000006,-0.37999999999999995
Hull City,3.3999999999999986,9.0,2.0,0.19000000000000006,0.040000000000000036,-3.6000000000000014,1.0,-1.0,0.030000000000000027,-0.020000000000000018
Ibiza,-12.300000000000004,-21.0,-12.0,-0.5,-0.29000000000000004,13.399999999999999,9.0,10.0,0.21999999999999997,0.23999999999999988
Inter,-0.7999999999999972,-15.0,-7.0,-0.3900000000000001,-0.17999999999999994,0.8999999999999986,8.0,15.0,0.21000000000000008,0.39
Jahn R'burg,-4.299999999999997,-17.0,-13.0,-0.5,-0.38,4.5,5.0,-6.0,0.15000000000000013,-0.17999999999999994
Jong AZ,0.10000000000000142,20.0,10.0,0.52,0.2599999999999999,-0.10000000000000142,10.0,5.0,0.26,0.13
Jong Ajax,2.299999999999997,-13.0,-7.0,-0.33999999999999986,-0.17999999999999994,-2.299999999999997,9.0,15.0,0.22999999999999998,0.3899999999999999
Jong PSV,-3.3000000000000043,-1.0,-5.0,-0.030000000000000027,-0.13000000000000012,3.200000000000003,2.0,-1.0,0.06000000000000005,-0.030000000000000027
Jong Utrecht,0.8999999999999986,-10.0,-7.0,-0.2600000000000001,-0.18000000000000005,-0.8999999999999986,1.0,4.0,0.030000000000000027,0.09999999999999987
Juventus,-1.8999999999999986,0.0,4.0,0.0,0.1100000000000001,2.1000000000000014,-3.0,4.0,-0.07999999999999996,0.10999999999999999
Karlsruher,-1.1000000000000014,3.0,5.0,0.08999999999999986,0.14000000000000012,1.6000000000000014,0.0,5.0,0.0,0.1499999999999999
Kortrijk,2.1999999999999957,-6.0,-7.0,-0.16999999999999993,-0.19999999999999996,-2.5,11.0,7.0,0.33000000000000007,0.20999999999999996
Krasnodar,-0.3999999999999986,21.0,19.0,0.6999999999999997,0.63,0.3999999999999986,14.0,1.0,0.45999999999999996,0.030000000000000027
Köln,-4.899999999999999,-6.0,-9.0,-0.17999999999999994,-0.2699999999999999,5.200000000000003,4.0,-1.0,0.1200000000000001,-0.030000000000000027
Las Palmas,6.199999999999996,-9.0,4.0,-0.20999999999999996,0.10000000000000009,-6.5,-14.0,-12.0,-0.33000000000000007,-0.29
Lazio,-3.299999999999997,-15.0,-11.0,-0.3999999999999999,-0.29000000000000004,3.5,-28.0,-19.0,-0.74,-0.5
Le Havre,5.5,7.0,10.0,0.17999999999999994,0.26,-5.600000000000001,-23.0,-18.0,-0.6000000000000001,-0.4700000000000001
Lecce,-11.200000000000003,-27.0,-17.0,-0.7100000000000001,-0.44999999999999996,11.400000000000006,13.0,13.0,0.33999999999999986,0.34
Leeds United,-5.299999999999997,3.0,5.0,0.06999999999999984,0.1399999999999999,5.600000000000001,-1.0,-9.0,-0.020000000000000018,-0.22999999999999998
Leganés,-1.0,-10.0,-9.0,-0.2400000000000001,-0.22000000000000008,0.29999999999999716,-7.0,-8.0,-0.15999999999999992,-0.19000000000000006
Leicester City,-4.299999999999997,-13.0,-10.0,-0.33999999999999986,-0.26,4.5,5.0,10.0,0.1299999999999999,0.26
Lens,4.899999999999999,6.0,10.0,0.15999999999999992,0.26,-4.800000000000004,-20.0,-12.0,-0.52,-0.31999999999999995
Levante,7.0,-6.0,-13.0,-0.27,-0.39,-7.200000000000003,-48.0,-36.0,-1.33,-1.0
Leverkusen,-1.7000000000000028,-19.0,-14.0,-0.5600000000000003,-0.41999999999999993,1.8999999999999986,1.0,4.0,0.029999999999999805,0.10999999999999999
Lille,9.700000000000003,20.0,11.0,0.53,0.29000000000000004,-9.700000000000003,-5.0,2.0,-0.1299999999999999,0.050000000000000044
Liverpool,-1.9000000000000057,-23.0,-13.0,-0.6000000000000001,-0.3400000000000001,2.1999999999999957,20.0,14.0,0.5199999999999999,0.37
Livingston,2.0999999999999943,-4.0,4.0,-0.10999999999999999,0.10000000000000009,-2.0999999999999943,13.0,7.0,0.3500000000000001,0.18999999999999995
Loko Moscow,-2.6000000000000014,11.0,5.0,0.3599999999999999,0.16999999999999993,2.6000000000000014,8.0,8.0,0.26,0.27
Lorient,2.200000000000003,14.0,12.0,0.37,0.30999999999999994,-2.3000000000000043,-8.0,-3.0,-0.20999999999999996,-0.08000000000000007
Lugo,-2.3999999999999986,-17.0,-7.0,-0.41000000000000003,-0.16999999999999998,-1.1999999999999957,8.0,2.0,0.19000000000000017,0.050000000000000044
Luton Town,1.7000000000000028,-2.0,-8.0,-0.040000000000000036,-0.17999999999999994,-1.5,-19.0,-16.0,-0.4099999999999999,-0.35
Lyon,-0.29999999999999716,-1.0,0.0,-0.020000000000000018,0.0,0.6999999999999957,-4.0,-6.0,-0.10000000000000009,-0.16000000000000003
M'Gladbach,-0.29999999999999716,-2.0,1.0,-0.06000000000000005,0.029999999999999805,0.6999999999999957,-7.0,-9.0,-0.19999999999999996,-0.26
MVV Maastricht,6.399999999999999,19.0,18.0,0.5,0.47,-6.399999999999999,-9.0,-8.0,-0.24,-0.20999999999999996
Mainz 05,-1.7000000000000028,5.0,-1.0,0.15000000000000013,-0.030000000000000027,1.5,11.0,10.0,0.33000000000000007,0.30000000000000004
Mallorca,-4.199999999999996,3.0,4.0,0.07999999999999996,0.09999999999999998,4.0,-16.0,-9.0,-0.42000000000000015,-0.2300000000000001
Manchester City,-3.200000000000003,-4.0,6.0,-0.10999999999999988,0.16000000000000014,3.200000000000003,6.0,-2.0,0.15999999999999992,-0.05999999999999994
Manchester Utd,1.0,0.0,-4.0,0.0,-0.09999999999999987,-1.1000000000000014,-12.0,-13.0,-0.30999999999999983,-0.3400000000000001
Marseille,-5.0,0.0,-2.0,0.0,-0.050000000000000044,5.299999999999997,0.0,-5.0,0.0,-0.13
Marítimo,-0.30000000000000426,-7.0,0.0,-0.21000000000000008,0.0,0.30000000000000426,18.0,16.0,0.53,0.48
Mechelen,-1.2999999999999972,-14.0,-13.0,-0.45999999999999996,-0.42000000000000004,1.5,9.0,1.0,0.2100000000000002,0.0
Metz,7.100000000000001,25.0,8.0,0.66,0.20999999999999996,-7.100000000000001,-34.0,-24.0,-0.89,-0.64
Middlesbrough,8.200000000000003,27.0,17.0,0.5900000000000001,0.37,-8.700000000000003,10.0,6.0,0.20999999999999996,0.13
Milan,1.6000000000000014,-5.0,10.0,-0.1299999999999999,0.26,-1.3999999999999986,13.0,13.0,0.3500000000000001,0.33999999999999997
Millwall,-1.1999999999999957,3.0,-1.0,0.05999999999999983,-0.020000000000000018,1.3000000000000043,8.0,12.0,0.17000000000000004,0.26
Monaco,-5.899999999999999,7.0,2.0,0.19000000000000017,0.06000000000000005,6.0,18.0,15.0,0.48,0.39
Montpellier,-2.4000000000000057,16.0,10.0,0.41999999999999993,0.2600000000000001,2.3000000000000043,0.0,1.0,0.0,0.030000000000000027
Monza,-0.6999999999999957,-12.0,-3.0,-0.32000000000000006,-0.07000000000000006,0.8999999999999986,15.0,11.0,0.3900000000000001,0.2899999999999999
Motherwell,5.600000000000001,10.0,4.0,0.26,0.10999999999999999,-5.600000000000001,-8.0,2.0,-0.20999999999999996,0.050000000000000044
Málaga,-1.2999999999999972,1.0,4.0,0.030000000000000027,0.09999999999999998,1.1999999999999957,-13.0,-6.0,-0.31000000000000005,-0.14
NAC Breda,-2.799999999999997,6.0,7.0,0.15999999999999992,0.17999999999999994,2.799999999999997,20.0,14.0,0.53,0.37
NEC Nijmegen,3.4000000000000057,4.0,13.0,0.11999999999999988,0.3799999999999999,-3.3000000000000043,-7.0,-4.0,-0.20999999999999996,-0.12
Nantes,2.0,-18.0,-10.0,-0.46999999999999986,-0.26,-2.1999999999999957,4.0,-5.0,0.10000000000000009,-0.13
Napoli,3.5,1.0,11.0,0.020000000000000018,0.29000000000000004,-3.299999999999997,-2.0,-1.0,-0.050000000000000044,-0.030000000000000027
Newcastle Utd,11.899999999999999,23.0,19.0,0.5999999999999999,0.5000000000000001,-12.5,-29.0,-20.0,-0.7600000000000001,-0.5199999999999999
Nice,0.0,-5.0,-3.0,-0.13000000000000012,-0.08000000000000007,0.10000000000000142,1.0,1.0,0.020000000000000018,0.030000000000000027
Niort,0.30000000000000426,-2.0,-6.0,-0.05999999999999994,-0.15000000000000002,0.0,23.0,17.0,0.5999999999999999,0.44999999999999996
Nizhny Novgorod,2.3000000000000043,9.0,4.0,0.29999999999999993,0.14,-2.3000000000000043,12.0,-1.0,0.40000000000000013,-0.030000000000000027
Norwich City,13.700000000000003,34.0,26.0,0.6499999999999999,0.49000000000000005,-14.5,-30.0,-20.0,-1.0300000000000002,-0.7
Nott'ham Forest,-12.799999999999997,-35.0,-29.0,-0.5900000000000001,-0.5300000000000001,13.0,30.0,20.0,0.9600000000000001,0.6399999999999999
Nîmes,-3.9000000000000057,0.0,6.0,0.0,0.16000000000000003,0.10000000000000142,10.0,-2.0,0.27,-0.050000000000000044
Nürnberg,0.4000000000000057,-16.0,-5.0,-0.46999999999999986,-0.1399999999999999,-0.8000000000000043,0.0,0.0,0.0,0.0
OH Leuven,1.0,14.0,7.0,0.3799999999999999,0.18000000000000005,-1.5,-10.0,-5.0,-0.3500000000000001,-0.18000000000000005
Oostende,-1.4000000000000057,4.0,2.0,0.1200000000000001,0.05999999999999994,1.8999999999999986,14.0,9.0,0.41999999999999993,0.27
Osasuna,1.1000000000000014,-1.0,7.0,-0.020000000000000018,0.18000000000000005,-1.2999999999999972,-9.0,-8.0,-0.24,-0.20999999999999996
Oss,-4.300000000000004,-3.0,-10.0,-0.08000000000000007,-0.26,4.200000000000003,14.0,7.0,0.3699999999999999,0.19000000000000017
